,title,artist,lastfm_id,genius_id,Group
723,What A Wonderful World,Joey Ramone,TRGHSGK128F92D1267,1327114.0,96
724,Someone Else's Life,Joshua Radin,TRMKQSX128F42A04F3,1419155.0,51
725,Symphony In Blue,Kate Bush,TRKGNFG128E07824B5,2263702.0,32
726,Army Dreamers,Kate Bush,TRGNAGR128F145418D,389272.0,36
727,Nothing In My Way,Keane,TRJGWBA128F9333812,555068.0,74
728,Spiralling,Keane,TRATMBD128F92D3CC5,413910.0,84
729,Under Pressure,Keane,TRZJTEP128F92F993B,1973361.0,82
730,Treachery,Kirsty MacColl,TRKIOFO128F93244B6,1689599.0,61
731,Autumngirlsoup,Kirsty MacColl,TRJBZKD128F93244D6,1439846.0,79
732,He's On The Beach,Kirsty MacColl,TRAVCUC128F428E844,1702264.0,51
733,Bird On The Wire,Leonard Cohen,TRKSYXJ128F42702BE,88907.0,19
734,Avalanche,Leonard Cohen,TRAWNCE128F4278892,231432.0,72
735,Dress Rehearsal Rag,Leonard Cohen,TRRMLVH128F427889A,3576.0,96
736,Famous Blue Raincoat,Leonard Cohen,TROLYAE128F934C593,136163.0,65
737,Joan Of Arc,Leonard Cohen,TREHJEG128F426A218,104169.0,45
738,Who By Fire,Leonard Cohen,TREIYLQ128F4265841,231401.0,105
739,Nothing Else Matters,Lucie Silvas,TRCIJHB128F42A7CF6,1381903.0,72
740,What You're Made Of,Lucie Silvas,TRNDJCI128E0784A30,357158.0,109
741,4st 7lb,Manic Street Preachers,TROEMNZ128F4259D2B,219014.0,13
742,The Gift,Mark Hollis,TRMPLLD128E0792E5C,1375807.0,46
743,The Daily Planet,Mark Hollis,TRVJCOV128E0792E5F,1189697.0,117
744,A New Jerusalem,Mark Hollis,TRNZFOE128E0792E60,1731417.0,36
745,Our Love Is Easy,Melody Gardot,TRXJWFS128F92F27DB,1630535.0,98
746,Deep Within The Corners Of My Mind,Melody Gardot,TRNXGFP128F9318EDE,1098003.0,65
747,Crazy Little Thing Called Love,Michael Bublé,TRXBKFN128E078B97B,1192093.0,67
748,The Tide,Neurosis,TREGTND128F428CB93,1480857.0,37
749,A Sun That Never Sets,Neurosis,TRTXRUF128F428CB95,1307791.0,83
750,Watchfire,Neurosis,TRSVNKP128F428CB99,1743918.0,108
751,April 8th,Neutral Milk Hotel,TRHLTZE128F92E16C7,108057.0,50
752,Everything Is,Neutral Milk Hotel,TRQPVEK128F931504F,330314.0,50
753,Song Against Sex,Neutral Milk Hotel,TRBNZLU128F92E16AB,107187.0,115
754,My Baby Just Cares For Me,Nina Simone,TRIMKIC128F4271EA8,2274810.0,47
755,Blue Prelude,Nina Simone,TRHNRXL12903CE9FE9,1500423.0,76
756,Willow Weep For Me,Nina Simone,TRFIYBQ12903CEB6E6,1670995.0,36
757,Black Is The Color Of My True Love's Hair,Nina Simone,TRTCWRC128F149DCE0,294454.0,85
758,These Arms Of Mine,Otis Redding,TRGQIYZ128F4263130,2289258.0,69
759,A Change Is Gonna Come,Otis Redding,TRPNCYY12903CD2B06,268578.0,88
760,Moth's Wings,Passion Pit,TRABZFP12903D0945A,64065.0,93
761,Swimming In The Flood,Passion Pit,TRTQVKS128F92EF9BE,64067.0,91
762,Folds In Your Hands,Passion Pit,TRWNSOK128F92EF9C1,64068.0,25
763,Never Leave A Job Half Done,Pedro The Lion,TRYMZGW12903CE8360,1869002.0,100
764,Bands With Managers,Pedro The Lion,TRGGQRC12903CE4391,1784324.0,14
765,Arizona,Pedro The Lion,TRLTCCL12903CE439A,1784234.0,57
766,I Do,Pedro The Lion,TREFQQS12903CEB914,1786298.0,87
767,Second To None,Phoenix,TRYJSDC128EF34B5C8,134802.0,35
768,Lisztomania,Phoenix,TROLREE128F9305E70,1605.0,42
769,1901,Phoenix,TRCUFYM12903CC389B,1532.0,108
770,Fences,Phoenix,TRZDAJY128F9305E77,108286.0,49
771,Lasso,Phoenix,TRIUXMA128F9305E73,73083.0,81
772,Sunsets,Powderfinger,TRBDZUI128F92FECE0,1092156.0,25
773,Appetite,Prefab Sprout,TRSLDDZ128F425A10B,326843.0,85
774,When Love Breaks Down,Prefab Sprout,TRGTTDR128F4259895,326842.0,35
775,Dishes,Pulp,TRBRPZD128F1480913,593423.0,103
776,Help The Aged,Pulp,TRTVWQE128F1485F9A,593244.0,1
777,TV Movie,Pulp,TRRRHKI128C7196BBF,1668059.0,60
778,Settle For Nothing,Rage Against The Machine,TRJOOJD128F427FF46,39704.0,41
779,Undercovers On,Rival Schools,TRKUDYX128F14910A3,1368786.0,1
780,In Every Dream Home A Heartache,Roxy Music,TROSILF128F92E22C9,95032.0,116
781,A Song For Europe,Roxy Music,TRAJNYK128F92E22C2,1235660.0,72
782,The Animal Song,Savage Garden,TRUADLS128F42620AD,1185598.0,93
783,The Lover After Me,Savage Garden,TRIVIUB128F4273C8A,1053072.0,80
784,Two Beds And A Coffee Machine,Savage Garden,TRIBLBE128F4262090,1267786.0,78
785,You Can Still Be Free,Savage Garden,TRAAGPH128F4273C8D,1317870.0,87
786,Gunning Down Romance,Savage Garden,TRNTAAE128F42620B2,1771700.0,21
787,F.N.T.,Semisonic,TRESGZG128E0791764,471485.0,42
788,Made To Last,Semisonic,TRVRKZC128E079177C,1700880.0,19
789,Ridin' In My Car,She & Him,TRNCALM12903CDB2E7,810394.0,47
790,Findaway,Silverchair,TRPJARH128F426E340,599093.0,91
791,Abuse Me,Silverchair,TRZGVJP128F426A5F0,585919.0,101
792,Charity,Skunk Anansie,TRFZDQN12903CB0C2E,802758.0,101
793,Weak,Skunk Anansie,TRZPKRO12903CB0C31,801769.0,49
794,Somewhere A Clock Is Ticking,Snow Patrol,TRGDQBT128E07846A4,1526035.0,38
795,Hands Open,Snow Patrol,TRTGUWJ128F146EC54,1535793.0,74
796,Chasing Cars,Snow Patrol,TRNKLAE128F9319F1F,102032.0,19
797,It's Beginning To Get To Me,Snow Patrol,TRMDEDV128F9306021,1748046.0,1
798,Success Is Not So Sweet,Soul Asylum,TRFPMEA128F42AFD8E,1226034.0,25
799,Down To This,Soul Coughing,TRUFNLA12903CC4953,1360566.0,52
800,Medication,Spiritualized,TRNSTPM128F428896A,1152405.0,115
801,Lay Back In The Sun,Spiritualized,TRIYNZB128F425A536,1335857.0,48
802,Come Together,Spiritualized,TRGGIOO128F93362E1,1782016.0,82
803,Only In My Dreams,Steps,TRKXGWQ128F4292A6E,1338534.0,106
804,Bouncing Off The Walls,Sugarcult,TRUYTNQ128F429A95C,692941.0,23
805,Cheree,Suicide,TRXFSSS128F1467FC4,483510.0,79
806,Fat Lip,Sum 41,TRILXAW12903CC5EA6,96082.0,108
807,Suffer The Children,Tears For Fears,TRUURNQ128F147787C,1374084.0,21
808,Watch Me Bleed,Tears For Fears,TRXYLPP128F147787D,1333496.0,66
809,Change,Tears For Fears,TRPOXRT128F1477884,1692758.0,98
810,Start Of The Breakdown,Tears For Fears,TRGCCDN128F1477678,978570.0,117
811,Wasting The Dawn,The 69 Eyes,TRMSSXC128F424BE47,451355.0,37
812,The Chair,The 69 Eyes,TROUBME128F42565C6,751253.0,108
813,Waiting Around To Die,The Be Good Tanyas,TRHRJFI128F42A9F69,832947.0,35
814,"Laugh, Laugh",The Beau Brummels,TRKZRFK12903CCCADE,1231114.0,1
815,Divine Hammer,The Breeders,TRQQAFX128F4213983,221374.0,44
816,Off You,The Breeders,TRFFITC128F931D55E,463133.0,98
817,When You're Gone,The Cranberries,TRGKVUY128EF351903,1044252.0,34
818,Free To Decide,The Cranberries,TRRREUJ128F9332B39,1633309.0,39
819,The Rebels,The Cranberries,TRRYLHM128EF351907,213132.0,25
820,I'm Still Remembering,The Cranberries,TRUHDSB128F4287F27,1580212.0,67
821,Bosnia,The Cranberries,TRGYRGH128EF35190E,975833.0,41
822,Holding My Own,The Darkness,TROEXLJ128F42804B1,1455626.0,48
823,At Your Touch,The Datsuns,TRIGYMV128F9323DC6,887022.0,100
824,The Jeep Song,The Dresden Dolls,TRPIVTE128EF356B45,101694.0,119
825,Slide,The Dresden Dolls,TROXOSC128EF356B47,114762.0,30
826,By The Grace Of God,The Hellacopters,TROVTSF128F145FD4B,1126691.0,53
827,Ban Marriage,The Hidden Cameras,TRBUDLT128F427F0C3,1390988.0,49
828,Jackie Big Tits,The Kooks,TRVDDNU128F145A18E,912175.0,53
829,Time Awaits,The Kooks,TRQHIIR128F145A190,1425958.0,83
830,Got No Love,The Kooks,TRYPNQA128F145A193,1254529.0,51
831,Too Many Fish In The Sea,The Marvelettes,TRHRQTK128F92E6409,2273653.0,58
832,Driven To Tears,The Police,TRIKHJY128F92EC203,364493.0,78
833,"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,TRUUYGS128F933C0FB,364495.0,94
834,Every Little Thing She Does Is Magic,The Police,TRFZYYH128E07927A3,100922.0,108
835,Invisible Sun,The Police,TRIHTUU128F1492398,129808.0,58
836,Blank Baby,The Presidents Of The United States Of America,TRXEVUT128F4296D32,782379.0,75
837,Some Postman,The Presidents Of The United States Of America,TRGEJXQ128F429228F,782449.0,117
838,Sugar Baby Love,The Rubettes,TRUVAGQ128F92ECE99,897969.0,35
839,Elizabeth My Dear,The Stone Roses,TRZPHSF128F425A594,128677.0,76
840,Ain't Too Proud To Beg,The Temptations,TRNFUAB128E0792001,3764.0,107
841,A Certain Girl,The Yardbirds,TRWLOHV128F92FA52B,692979.0,32
842,Still I'm Sad,The Yardbirds,TRUJEOB128F931C67D,646704.0,104
843,Get Together,The Youngbloods,TRHMNGA128F92C9EFF,348542.0,19
844,It'll Never Happen Again,Tim Hardin,TRZTLJV128F149EF6C,1033412.0,94
845,Almost Rosey,Tori Amos,TRDQFGI128F42B32FE,1789328.0,19
846,Vienna,Ultravox,TRKPJIG128F42A28CC,136572.0,38
847,Tell Him,Vonda Shepard,TRNDIRU12903CF5453,1347802.0,100
848,I Only Want To Be With You,Vonda Shepard,TRMSFMO12903CF5451,1684000.0,76
849,Guilty Of Love,Whitesnake,TRNBHGY128F1492D63,1116926.0,99
850,How Will I Know,Whitney Houston,TRFRBMR12903D09516,146278.0,44
851,All At Once,Whitney Houston,TRORALO128F4287D75,328901.0,50
852,Age,X-Ray Spex,TRGUJYY128F92EC092,1265168.0,99
853,Calyx Virago,Xandria,TROXGBH128F92F626D,897033.0,44
854,Down Poison,3 Doors Down,TRCMJBV128E078DF30,210060.0,51
855,Smack,3 Doors Down,TRWSOBT128E078DF32,210127.0,84
856,Died A Little Today,Alejandro Escovedo,TRDNIWM128F425CE90,833969.0,30
857,Hallelujah,Alexandra Burke,TRZBIBF128F932CB82,774698.0,13
858,Smells Like...,Alien Sex Fiend,TRNCZHX128F92FF3EF,1636054.0,49
859,"Twinkle, Twinkle Little Star",Alina Orlova,TRXJKJH128F931D012,789711.0,117
860,Happy Now,Amy Studt,TRWHJAG128E0784692,838176.0,91
861,Wasted,Angus & Julia Stone,TRFEVHL128F42670CB,483614.0,51
862,Orpheus,Ash,TRYMVLU128E0785C92,1281481.0,41
863,Baby,Ashanti,TRCZAKQ128E0785F5D,820313.0,111
864,Lonely,Bebel Gilberto,TRRSYJH128E0795CD8,1610207.0,81
865,Close Your Eyes,Bebel Gilberto,TRBXCWY12903CD110A,1589211.0,119
866,Bastard,Ben Folds,TREKCMK128F4295A13,188159.0,101
867,You To Thank,Ben Folds,TRMQOGJ128F4295A6C,998380.0,82
868,Jesusland,Ben Folds,TRYBFOE128F4295A15,237221.0,39
869,The Tide Is High,Billie Piper,TREJYMF128E07948E4,897484.0,101
870,Billie's Blues,Billie Holiday,TRUWTCO128F931FCB5,722343.0,79
871,Spirit Of The Sea,Blackmore's Night,TRITKPJ128F933E70E,1732869.0,37
872,Wish You Were Here,Blackmore's Night,TRZYWUF128F92F0537,1452406.0,23
873,Bed Of Roses,Bon Jovi,TRMIPJM128E078EB66,118303.0,80
874,Always,Bon Jovi,TRBTTDG128F930D559,418349.0,62
875,You Stole,Brand New,TROMHMC12903CB73A9,345796.0,72
876,Daisy,Brand New,TRUTOPV12903CB73AF,198975.0,46
877,Now Those Days Are Gone,Bucks Fizz,TRPQXZN128F92E41B0,1504560.0,108
878,The Land Of Make Believe,Bucks Fizz,TRGUZPZ12903CEE39D,1718033.0,85
879,Happy New Year,Camera Obscura,TRUTIPA12903CF5F03,1291028.0,51
880,The Wind,Cat Stevens,TRQQFGF128F42838D5,436742.0,69
881,If I Laugh,Cat Stevens,TRVQZLA128F932F174,436746.0,91
882,I Can Hear Your Heartbeat,Chris Rea,TRNNTRA128F1487D2B,1460773.0,116
883,Hard Time Killing Floor Blues,Chris Thomas King,TRHPRPL128F1459C38,1056048.0,0
884,I Just Don't Think I'll Ever Get Over You,Colin Hay,TRSLXOX128F4280AB4,152863.0,85
885,Celestica,Crystal Castles,TRUZWRA12903CC37B4,107592.0,33
886,How The Gods Kill,Danzig,TRBYFTP128F92E8ABF,1618964.0,44
887,Don't Forget,Demi Lovato,TRQFTMR128F931FB00,184041.0,41
888,Almost Forgot Myself,Doves,TRAKDKK128E07864C4,2104919.0,49
889,Forever Shine On,Edenbridge,TRNXNEY128F42574DE,1633343.0,117
890,The Final Curtain,Edenbridge,TRDWXJJ12903CA471D,1380764.0,99
891,As Far As Eyes Can See,Edenbridge,TRTMTYK12903CA4721,1130980.0,79
892,So Much For The Afterglow,Everclear,TRFWEMA128E0781C62,738298.0,88
893,Father Of Mine,Everclear,TRHQQGM128E0781C67,85560.0,105
894,Learning How To Smile,Everclear,TRZDUGJ128E0782B66,897159.0,114
895,Wonderful,Everclear,TROTHWF128F935851C,500575.0,0
896,Chrysanthemum,Everclear,TRLXDIE128F4285759,1392659.0,58
897,Into The Dark,Ferry Corsten,TRGUNYT128F147E920,1167545.0,98
898,Walking After You,Foo Fighters,TRTGNTC128F92CA9C7,211622.0,108
899,Every Generation Got Its Own Disease,Fury In The Slaughterhouse,TRICLXW128F933EBDA,480034.0,75
900,Out Of Reach,Gabrielle,TROYWCL128F92F9B1D,1236450.0,94
901,You Have Been Loved,George Michael,TRNFLIS128F425A045,1306344.0,118
902,I Can't Make You Love Me,George Michael,TRDIIHF128F92F5DD9,1304872.0,94
903,Join Hands,Groove Armada,TRRFMZA128F92E53BD,814616.0,21
904,If You Don't Know Me By Now,Harold Melvin & The Blue Notes,TRTOZDP128F92F341B,527187.0,47
905,The Love I Lost,Harold Melvin & The Blue Notes,TRNWWEG12903CA14D2,808204.0,53
906,Drop,Hope Sandoval & The Warm Inventions,TRXVOBY12903CEA9AB,1259422.0,38
907,Emma,Hot Chocolate,TRHRDMI128F1459343,874706.0,39
908,Walk On By,Isaac Hayes,TRDXOFY128F92CFF4D,121472.0,44
909,Come Back To Me,Janet Jackson,TRDFMWU128F4214450,1643033.0,66
910,Because Of Love,Janet Jackson,TRMLWXO128F1484DEB,2301115.0,113
911,If You Wanna Be Happy,Jimmy Soul,TRSGXPQ128F9306C04,1453487.0,81
912,Diamonds And Rust,Joan Baez,TRLENTL12903CB64D3,286938.0,107
913,Beyond The Realms Of Death,Judas Priest,TRDPKEM128F4259BD1,675453.0,115
914,Angel Of The Morning,Juice Newton,TREOFVN128F14570CA,521857.0,14
915,Happy Ever After,Julia Fordham,TRMHRAX12903CF61FE,1233066.0,92
916,Last Trip (In Flight),Kasabian,TRDJGNL128F42B86E3,1663491.0,59
917,Fire,Kasabian,TRCEPPE128F9355B2C,378697.0,65
918,Black Whistler,Kasabian,TRXXMRH128F42B829F,1472192.0,13
919,I Like The Way,Kaskade,TRDUGPJ128F42380BA,917230.0,17
920,Celebration,Kool & The Gang,TRICRCS12903CBF3B1,122714.0,85
921,Never As Tired As When I'm Waking Up,LCD Soundsystem,TRCSIME128E07863FC,112600.0,79
922,I'll Have It All Today,Liquido,TRRCEXW128F423713E,1277709.0,107
923,Sadness Is A Blessing,Lykke Li,TRPLYQQ128F92ECB8F,415462.0,100
924,Miss You Love,Maria Mena,TRDCLEN128F92DBF5A,1499063.0,67
925,Just Hold Me,Maria Mena,TRLGQXM128F92DBF5F,1173125.0,82
926,All This Time (Pick-Me-Up Song),Maria Mena,TRVRXAU128F92DFD1A,1044023.0,110
927,I Drink,Mary Gauthier,TRQXXEY128E0784D41,1417572.0,103
928,Mercy Now,Mary Gauthier,TRQDAEW128E0784D3F,1427391.0,74
929,Goodbye Earl,Me First And The Gimme Gimmes,TRYXVRU128F9344B88,807366.0,119
930,Heaven Can Wait,Meat Loaf,TRFPNSB128F425501B,353337.0,101
931,Eat The Rich,Motörhead,TRQBCCA12903CD2CDC,739865.0,39
932,Several Girls Galore,My Bloody Valentine,TRFYKWS128F4259DF5,245069.0,114
933,You Never Should,My Bloody Valentine,TRKIDYN128F4259DF6,245072.0,114
934,Nothing Much To Lose,My Bloody Valentine,TRHVXXV128F4259DF7,248032.0,66
935,I Can See It (But I Can't Feel It),My Bloody Valentine,TRVTJMJ128F4259DF8,248033.0,61
936,When You Sleep,My Bloody Valentine,TRELXJQ128F4259832,122406.0,55
937,Once In A Very Blue Moon,Nanci Griffith,TRTGWOA128F92FE636,896553.0,61
938,Bang Bang (My Baby Shot Me Down),Nancy Sinatra,TRGMGNJ128F92CC1E4,98572.0,70
939,A Baby For Pree,Neutral Milk Hotel,TRSSLHF128F92E16B3,99529.0,108
940,Where You'll Find Me Now,Neutral Milk Hotel,TRJPZJR128F92E16B7,108051.0,10
941,Three Peaches,Neutral Milk Hotel,TREWJOK128F92E16C0,108054.0,42
942,Naomi,Neutral Milk Hotel,TRVPHSZ128F92E16C3,108055.0,92
943,The King Of Carrot Flowers Pt. One,Neutral Milk Hotel,TRHSKZP128F9355716,76664.0,108
944,In The Aeroplane Over The Sea,Neutral Milk Hotel,TRWJYOT128F935572B,64502.0,87
945,Away,Nightwish,TROQZCK128F427A420,1090486.0,101
946,While Your Lips Are Still Red,Nightwish,TREGZZU128F92C40A6,514768.0,94
947,I Won't Let The Sun Go Down On Me,Nik Kershaw,TRHOAFO128F42A6DF5,1021849.0,99
948,Walkabout,Nik Kershaw,TRRJHMH128F14926E2,1696757.0,101
949,Open The Gate,No Doubt,TRERPJK128E078EBFC,344931.0,92
950,Just A Girl,No Doubt,TRRNWOF128E078EB4C,210348.0,96
951,Don't Speak,No Doubt,TREREBE128E078EB58,208107.0,79
952,Ex-Girlfriend,No Doubt,TRAPFBE128F92F491D,345834.0,113
953,Simple Kind Of Life,No Doubt,TRXLMRV128E078EC78,345836.0,96
954,Good Life,OneRepublic,TRAFQFV128F9326217,338330.0,116
955,Unity,Operation Ivy,TRXBBFI128F42986FE,380599.0,98
956,The Drapery Falls,Opeth,TRYEHTY128F4259F54,670308.0,38
957,Ghost Of Perdition,Opeth,TRZTXQT128F422EF31,1015520.0,58
958,Chain Sling,Pain Of Salvation,TREWTMR128F932903C,1173871.0,33
959,Waking Every God,Pain Of Salvation,TRTHRZD128F92E4CB2,2044054.0,71
960,Late November,Pavlov's Dog,TRSOOVK128F92D1C65,1427925.0,98
961,Fast Gun,Pavlov's Dog,TRHRFAK128F92D1C67,1302652.0,69
962,Can't Turn Back The Years,Phil Collins,TRWLURN128F147FCA5,394041.0,35
963,Damaged,Plumb,TRJBZQC128F932D155,1613714.0,61
964,Catapult,R.E.M.,TRINHOU128E078240B,394218.0,52
965,In The Morning,Razorlight,TRSWIMF128F147A031,1418641.0,108
966,Hold On,Razorlight,TRGCRRQ128F42311CB,1522845.0,83
967,Pop Song 2006,Razorlight,TRVONUR128F147A54C,1164203.0,17
968,Los Angeles Waltz,Razorlight,TRWWAUC128F147A54F,1203775.0,17
969,Memphis Skyline,Rufus Wainwright,TRITDRQ128F425C199,1619699.0,51
970,Do I Disappoint You,Rufus Wainwright,TRTRTHV128EF35F88E,2437566.0,78
971,Going To A Town,Rufus Wainwright,TRQPJFF128F9343897,548065.0,37
972,Not Ready To Love,Rufus Wainwright,TRHYVOC128F4271FB4,1533796.0,0
973,Sanssouci,Rufus Wainwright,TRIXVNK128F934389A,1372267.0,46
974,Lights,Scissor Sisters,TRHBORW128F9320803,1445683.0,83
975,Kiss You Off,Scissor Sisters,TRHLHUD128F427FA31,1084314.0,40
976,Ooh,Scissor Sisters,TRGSLTH128F93171E0,1332864.0,53
977,Nepenthe,Sentenced,TRXYGGH12903CF40DB,1151128.0,51
978,Sun Won't Shine,Sentenced,TRFSWMS12903CEF851,1338891.0,67
979,Home In Despair,Sentenced,TRNISPQ12903CF142D,1626206.0,101
980,Broken,Sentenced,TRCWXSY12903CF40D5,1320745.0,17
981,Neverlasting,Sentenced,TRIOVSQ12903CF0562,1329859.0,82
982,Aika Multaa Muistot (Everything Is Nothing),Sentenced,TRMTGVM12903CF0578,1072680.0,21
983,God Bless This Mess,Sheryl Crow,TRGLAHF128F425957F,687542.0,35
984,Gasoline,Sheryl Crow,TRQPJSO128F4259584,687570.0,61
985,Sin In My Heart,Siouxsie And The Banshees,TRJTQLK128F427F680,846098.0,100
986,Something To Die For,Slut,TRTDKLV128F4272784,1303028.0,37
987,Lost Emotion,Slut,TRQWXFX128F4267A4A,1256349.0,19
988,Erin,Solas,TRGZKPW12903CED6AB,1562361.0,84
989,Delight,Solitary Experiments,TRPFSOZ128F9329462,901479.0,71
990,The Judgement,Solomon Burke,TRWVUUK128F4289FA3,857489.0,101
991,Konstantine,Something Corporate,TRQIXPI128F1459AFE,234638.0,97
992,Ticket Outta Loserville,Son Of Dork,TRGHUAW128F145575C,1700436.0,67
993,Replica,Sonata Arctica,TRUZFEQ128F9341A51,829348.0,37
994,4th Of July,Soundgarden,TRFXJHW128E0793B10,198162.0,88
995,Blow Up The Outside World,Soundgarden,TRPZGPC128E0793B8D,423970.0,118
996,All Of My Thoughts,Spiritualized,TRFZJOH128F93362F2,1329881.0,53
997,Broken Heart,Spiritualized,TRRBKQY128F42957EE,1193078.0,48
998,Black Jack Davy,Steeleye Span,TRQWCTW128F423BB09,915380.0,105
999,Gone To America,Steeleye Span,TRFSGMZ128F145C00F,1622949.0,104
1000,Denial,Sugababes,TRVEAIB128F424F0EE,1263091.0,59
1001,Fragile,Swallow The Sun,TRSFJRM128F92DE5E5,1442655.0,70
1002,Ghost Of Laura Palmer,Swallow The Sun,TRNUUTL128F92DE5EA,1644661.0,0
1003,"Gloom, Beauty And Despair",Swallow The Sun,TRSANID128F92DE5F1,1178106.0,34
1004,The Ship,Swallow The Sun,TRSJNMX128F92DE5F9,1293086.0,74
1005,Better Than You,Swans,TRWZBOX128F930F5E8,1427421.0,47
1006,Love Will Save You,Swans,TRPVUCC128F930F514,1418676.0,49
1007,I'll Make It Clear,Teenage Fanclub,TRXMJVH128F425EC65,1357200.0,48
1008,I Don't Want Control Of You,Teenage Fanclub,TROALPX128F4259E2E,1118420.0,100
1009,Straighten Up And Fly Right,The Andrews Sisters,TROJECD128F9338CBE,823057.0,79
1010,Lady Madonna,The Beatles,TRWJCHK128F92FC6F9,180333.0,81
1011,The Ballad Of John And Yoko,The Beatles,TRLPPMR128F92FC6FA,134654.0,71
1012,From Me To You,The Beatles,TRGCODZ12903CCEE8E,123525.0,50
1013,She Loves You,The Beatles,TRHCTQM128F92FC6AC,111329.0,35
1014,Do You Believe,The Cardigans,TRVBLDA128E078F354,464419.0,101
1015,Junk Of The Hearts,The Cardigans,TRRQXFL128E078F355,464435.0,67
1016,Communication,The Cardigans,TRWGHWI128F4241A90,464386.0,111
1017,Seems Fine,The Concretes,TROZIOU128E078167B,1643790.0,106
1018,Lonely As Can Be,The Concretes,TRCPNJC128E078167D,1576814.0,59
1019,Dying Inside,The Cranberries,TRNBLOO128E079181C,1690648.0,92
1020,This Is The Day,The Cranberries,TRQHNLH128F1459C2D,1024144.0,1
1021,The Concept,The Cranberries,TRALNLN128E079181E,1620657.0,76
1022,The Soldiering Life,The Decemberists,TRNBFRU128F93269F5,202198.0,84
1023,Red Right Ankle,The Decemberists,TRLDIGW128F93269F8,202200.0,109
1024,The Chimbley Sweep,The Decemberists,TREBZDS128F93269FA,202201.0,52
1025,I Was Meant For The Stage,The Decemberists,TRICQHX128F93269FC,202202.0,32
1026,As I Rise,The Decemberists,TRHOANO128F93269FD,202204.0,48
1027,Bright Blue Tie,The Fiery Furnaces,TRBIGQW128F427F096,981015.0,115
1028,You Got It All... Wrong,The Hives,TRZOGBW128F424F086,1598355.0,0
1029,Won't Be Long,The Hives,TRCGFXZ128F93411BF,1364280.0,107
1030,Tell The King,The Libertines,TRTBWCN128F427F0E9,233311.0,80
1031,Boneless,The Notwist,TRCHKEQ12903CAC598,1361167.0,0
1032,Hands On Us,The Notwist,TRHXUSZ128F421C4F9,961826.0,10
1033,Gone Gone Gone,The Notwist,TRALMGF128F421C4FA,1613118.0,51
1034,This Place Is A Prison,The Postal Service,TRKFBPS128F429617A,315617.0,78
1035,Brand New Colony,The Postal Service,TRFUYPH128F429617B,155922.0,117
1036,I'll Be There For You,The Rembrandts,TRJIOFU128F933C8C7,118120.0,88
1037,I'll Buy,The Replacements,TRSXCYI128F92CEE5B,1515713.0,92
1038,Stand Inside Your Love,The Smashing Pumpkins,TRPWMWZ128E0788AB7,140475.0,99
1039,I Of The Mourning,The Smashing Pumpkins,TRNOWPE128E0788AB8,140478.0,105
1040,Blue Skies Bring Tears,The Smashing Pumpkins,TRGSDAT128E0788AC2,140490.0,59
1041,Eye,The Smashing Pumpkins,TRIAWSK128E078893E,646851.0,100
1042,Here's Where The Story Ends,The Sundays,TRXHSCQ128E0781BFF,1449582.0,47
1043,Can't Be Sure,The Sundays,TRHERUB128E0781C00,983202.0,48
1044,I'm Sticking With You,The Velvet Underground,TRRWESB128F92E08E4,443741.0,118
1045,Stephanie Says,The Velvet Underground,TRDUVUH128F146BA65,456775.0,71
1046,Bitter Sweet Symphony,The Verve,TRAALAH128E078234A,50429.0,44
1047,Lucky Man,The Verve,TRXNWTR128E0781F2E,128886.0,39
1048,Don't Let's Start,They Might Be Giants,TRWEXSD128F92E0448,121920.0,101
1049,Birdhouse In Your Soul,They Might Be Giants,TRTSFVM128F92D31B2,142057.0,33
1050,Experimental Film,They Might Be Giants,TRZUALY12903CEBCF6,153657.0,109
1051,Warriors,Thin Lizzy,TRKMOZR128F146B9A2,1609464.0,37
1052,Easy,Tracey Thorn,TRDZYPI128EF3554EA,1628297.0,76
1053,Nowhere Near,Tracey Thorn,TRGVJDQ128EF3554EC,1336960.0,107
1054,By Piccadilly Station I Sat Down And Wept,Tracey Thorn,TRBFGFJ128EF3554EE,1105425.0,60
1055,Dirty Life And Times,Warren Zevon,TRKHKHN12903CF28C6,343872.0,47
1056,Knockin' On Heaven's Door,Warren Zevon,TRSLWQV12903CF28C9,2104852.0,38
1057,I Didn't Know My Own Strength,Whitney Houston,TRSHMLQ128F93363EB,330124.0,38
1058,I Live Off You,X-Ray Spex,TRAAUZB128F92EC067,1170546.0,118
1059,I Am A Poseur,X-Ray Spex,TRXPLHL128F92EC069,1664059.0,62
1060,Germ Free Adolescents,X-Ray Spex,TRABSPE128F92EC08F,94412.0,21
1061,Plastic Bag,X-Ray Spex,TRVUYME128F92EC06B,1507675.0,83
1062,Away From The Sun,3 Doors Down,TRZZWWR128F427EA01,206180.0,114
1063,Here Without You,3 Doors Down,TRNHCPK128F933BAAB,206194.0,85
1064,Ain't No Sunshine,Al Jarreau,TRNBFHD128F4259E4F,794219.0,82
1065,Imitosis,Andrew Bird,TRVQNQW12903D082C6,139634.0,114
1066,One Word,Anouk,TRCMZIS128F14722B4,813204.0,40
1067,Pink Cloud Tracing Paper,Asobi Seksu,TRVTJJS128F4245B2D,1179916.0,80
1068,I Will Wait For You,Astrud Gilberto,TRLTCWH128F4255865,1128164.0,30
1069,SFM,Basement Jaxx,TRAMMAF128F93051B0,843504.0,44
